texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
"Ridículo, payaso!",ridículo payaso,False,False,False,False,False,False,False,True,False,False,False
Su madre existe?,madre existe,False,False,False,False,False,False,False,False,False,False,False
Como pongas otra indirecta yo si que te voy a hacer daño hdp,pongas indirecta si voy hacer daño hdp,False,False,False,False,False,False,False,False,False,False,False
"Un arbitrario suplantador de la autoridad de tránsito, y de paso altanero.",arbitrario suplantador autoridad tránsito paso altanero,False,False,False,False,False,False,False,False,False,False,False
Bobito??? Eso es un cumplido para este pelmazo mongólico,bobito cumplido pelmazo mongólico,False,False,False,False,False,False,False,False,False,False,False
"No sea animal! Todo el mundo sabe que darles plomo y meterlos a la cárcel funcionó hasta que la rata de Santos acabó con todo, dándoles privilegios y dejándolos recuperar territorio y cultivos ilícitos.",animal mundo sabe darles plomo meterlos cárcel funcionó rata santos acabó dándoles privilegios dejándolos recuperar territorio cultivos ilícitos,False,False,True,False,False,False,False,False,False,False,False
Miserable pervertida zorra maloliente,miserable pervertida zorra maloliente,False,False,True,False,False,True,False,False,False,False,False
En este momento no hay persona con la que este mas enojada como con PauVillaCb ojala te atropellen,momento persona mas enojada pauvillacb ojala atropellen,False,False,False,False,False,False,False,False,False,False,False
Trafuga vendido lameculos de petro,trafuga vendido lameculos petro,False,False,False,False,False,False,False,True,False,False,False
"CatresetentatripleHP Bastardo,basura,pedazo de escoria humana.",catresetentatriplehp bastardobasurapedazo escoria humana,False,False,False,False,False,False,False,False,False,False,False
"Definitivamente Si hay un golpe de estado en este momento contra el Guerrillero 
@petrogustavo",definitivamente si golpe momento guerrillero petrogustavo,False,False,False,False,False,False,False,False,False,False,False
ve este mugroso!!! .l.,ve mugroso l,False,False,False,False,False,False,False,False,False,False,False
"Me parece que está loca, desadaptada, ya no sabe cómo ser más disfuncional",parece loca desadaptada sabe cómo ser disfuncional,False,False,False,False,False,False,False,False,False,False,False
Analfabeta usted.,analfabeta usted,False,False,False,False,False,False,False,False,False,False,False
No se equivoquen ustedes ni amenacen esta prensa criminal quiere levantar cortinas de humo para evadir lo que dijo mancuso prensa criminal y asesina,equivoquen ustedes amenacen prensa criminal quiere levantar cortinas humo evadir dijo mancuso prensa criminal asesina,False,False,False,False,False,False,False,False,False,False,False
"malparido don nadie y PROVINCIANO DE MIERDA, perro mugroso y piojoso",malparido don nadie provinciano mierda perro mugroso piojoso,False,False,False,False,False,False,False,True,False,False,False
"A la Rata de 
petrogustavo
 lo filman con bolsas de Dinero.

El Hampón de Roy Barreras 
RoyBarreras
 se le olvida Maleta llena de plata.",rata petrogustavo filman bolsas dinero hampón roy barreras roybarreras olvida maleta llena plata,False,False,True,False,False,False,False,False,False,False,False
"Los niños de la INFAMIA NAZI, encontrar niños para dejárselos a la guerrilla fue lo peor que este régimen hizo a 10 meses de gobierno, no tiene presentación, usarlos como cortina de humo para asesinar un coronel testigo vital de investigación contra régimen es mas desgraciado.",niños infamia nazi encontrar niños dejárselos guerrilla peor régimen hizo meses gobierno presentación usarlos cortina humo asesinar coronel testigo vital investigación régimen mas desgraciado,False,False,False,True,False,False,False,False,False,False,False
MORITE RIFLE ANDRADE LA RE MIL PUTA QUE TE PARIÓ.,morite rifle andrade re mil puta parió,False,False,False,False,True,False,False,False,False,False,False
"También se pego de esa perra fea , la otra bn dormida como no sintió ",pego perra fea bn dormida sintió,True,False,False,False,False,True,False,False,False,False,False
Un asco y un total irrespeto tener un guerrillero en la presidencia.,asco total irrespeto tener guerrillero presidencia,False,False,False,False,False,False,False,False,False,False,False
Tenés cara de borracho atolondrado,tenés cara borracho atolondrado,False,False,False,False,False,False,False,False,False,False,False
Hablame claro pues sapa hijueputa.,hablame claro pues sapa hijueputa,False,False,False,False,True,False,False,True,False,False,False
"Osea, no solo es un pobre hijo de puta y gonorrea Sino también acosador el pirobo este",osea solo pobre hijo puta gonorrea sino acosador pirobo,False,False,False,False,True,False,False,False,False,False,False
El aplauso fue por ver como te arde el asterisco bufón,aplauso ver arde asterisco bufón,False,False,False,False,False,False,False,False,False,False,False
Este atolondrado no ha hecho sino ESTORBAR el progreso cuestionando a cada momento a muy buenos funcionarios y haciéndoles perder a ellos y al pais preciosos y necesarios días para ir a defenderse de mociones estúpidas de censura y acusaciones infundadas. Elejidos para JODER.,atolondrado hecho sino estorbar progreso cuestionando cada momento buenos funcionarios haciéndoles perder pais preciosos necesarios días ir defenderse mociones estúpidas censura acusaciones infundadas elejidos joder,True,False,False,False,False,False,False,False,False,False,False
CHAOOOO SAPA HPTAAAAA... MORITE CON TU MADRE HPTAAAAAA,chaoooo sapa hptaaaaa morite madre hptaaaaaa,False,False,False,False,False,False,False,True,False,False,False
Y entonces qué hacemos? Nos cagamos ? No se ridiculo ya toda la costa y Barranquilla sabe q usted es un petardo vendido igual de bandido a su presidente!,entonces hacemos cagamos ridiculo toda costa barranquilla sabe q usted petardo vendido igual bandido presidente,False,False,False,False,False,False,False,True,False,False,False
"Petro paraco, creaste un narcoestado.",petro paraco creaste narcoestado,False,False,False,False,False,False,False,False,False,False,False
Cállese ud me cae mal,cállese ud cae mal,False,False,False,False,False,False,False,False,False,False,False
El mundo patas arriba. Esta drogadicta hablando  de alcoholismo  Y la deforme  hablando  de belleza. ,mundo patas arriba drogadicta hablando alcoholismo deforme hablando belleza,False,False,False,False,False,False,False,False,False,False,False
Siempre ha pasado y no por eso da menos asco. Las comunidades que viven en zona de conflicto son víctimas del estado. Primero los abandona y luego los asesina.,siempre pasado da menos asco comunidades viven zona conflicto víctimas primero abandona luego asesina,False,False,False,False,False,False,False,False,False,False,False
"Que feo debe ser una rata, literal te odian por ser feo mientras a los humanos les vale verga convivir con pájaros al lado como si nada.",feo debe ser rata literal odian ser feo mientras humanos vale verga convivir pájaros lado si,True,False,True,False,False,False,False,False,False,False,False
estoy seguro que usted está es confundido debe estar hablando de su madrecita terroristas qué son felices con el incesto y con la pedofilia.,seguro usted confundido debe hablando madrecita terroristas felices incesto pedofilia,False,False,False,False,False,False,False,False,False,False,False
Éste viejo pederasta cagalitroso junto con #LaBandaGuaido causó mucho daño ,éste viejo pederasta cagalitroso junto labandaguaido causó daño,False,False,False,False,False,False,False,False,False,False,False
"Abro hilo, denuncia pública para el abusador de mi ex pareja sentimental Carlos Fernando Montenegro Hernandez quien abuso de mi por meses tanto psicológica como físicamente",abro hilo denuncia pública abusador ex pareja sentimental carlos fernando montenegro hernandez abuso meses psicológica físicamente,False,False,False,False,True,False,False,False,False,False,False
"este que me dice que el dualismo mente-cuerpo es real y que la mente puede existir por fuera del cuerpo, debe ser 1. Uribista. 2. retrasado.",dice dualismo mentecuerpo real mente puede existir cuerpo debe ser uribista retrasado,False,False,False,False,False,False,False,False,False,False,False
caerás más temprano que tarde porqueria,caerás temprano tarde porqueria,False,False,False,False,False,False,False,False,False,False,False
Yo no entiendo a este maldito enano desadaptado y su mozo Perdomo,entiendo maldito enano desadaptado mozo perdomo,False,False,False,False,False,False,False,False,False,False,False
"Pedazo de mierda, no tiene otro argumento? No ve lo asqueroso de este gobierno? Arrodillado hijo de puta.",pedazo mierda argumento ve asqueroso gobierno arrodillado hijo puta,False,False,False,True,True,False,False,True,False,False,False
"Blanca Paredes es una mujer que denunció a su ex pareja hace más de 2 años por abusar de su sobrina, sin embargo la constante lucha por hacer justicia ha sido en vano, pues las autoridades le han brindado protección al abusador",blanca paredes mujer denunció ex pareja hace años abusar sobrina embargo constante lucha hacer justicia sido vano pues autoridades brindado protección abusador,False,False,False,False,False,False,False,False,False,False,False
"hay gente tan idiota como vos, que enserio le dan ganas de cogerlos a puño.",gente tan idiota vos enserio dan ganas cogerlos puño,True,False,False,False,False,False,False,False,False,False,False
jajaja y te haces llamar activista político jajaj compa ni a payaso llegas. hp lameculos descerebrado,jajaja haces llamar activista político jajaj compa payaso llegas hp lameculos descerebrado,False,False,False,False,False,False,False,True,False,False,False
“Hay gente muy rata” es lo que ha dicho,gente rata dicho,False,False,True,False,False,False,False,False,False,False,False
Malparido hpta viejo asqueroso vale más un pedazo de mierda aplastado que la vida de este imbecil,malparido hpta viejo asqueroso vale pedazo mierda aplastado vida imbecil,False,False,False,True,False,False,False,True,False,False,False
 No sea tan triple hijuputa. La verdad uno ya se cansa de estos hptas sádicos vendidos.,tan triple hijuputa verdad cansa hptas sádicos vendidos,False,False,False,False,True,False,False,False,False,False,False
Tan poca empatía tiene el paraco que mandó matar a más de 10.000 personas y sigue durmiendo como si nada en su narcofinca.,tan poca empatía paraco mandó matar personas sigue durmiendo si narcofinca,False,True,False,False,False,False,False,False,False,False,False
"Me recuerda a un Hp que me tiraba el cuento teniendo 13-14 años. Incluso cuando lo denunciaron hace años muchas de sus amigas lo defendieron.
Ojala Te Mueras",recuerda hp tiraba cuento años incluso denunciaron hace años muchas amigas defendieron ojala mueras,False,False,False,False,False,False,False,False,False,True,False
Así es como actúa el acosador CristianAlvarez con sus exalumnas ,así actúa acosador cristianalvarez exalumnas,False,False,False,False,False,False,False,False,False,False,False
 lo berraco es donde uno se enamore de una persona bajo los efectos del alcohol allí sí suicidese ola,berraco enamore persona bajo efectos alcohol allí suicidese ola,False,False,False,False,False,False,False,False,False,False,False
Payaso hpta el chiste se cuenta solo que cuenta más real malparido bodeguero extranjero.,payaso hpta chiste cuenta solo cuenta real malparido bodeguero extranjero,False,False,False,False,False,False,False,False,False,False,False
Este hijueputa solo tiene TDT. Pobretona petriste!.,hijueputa solo tdt pobretona petriste,False,False,False,False,True,False,False,False,False,False,False
Hoy petrogustavo Es señalado como el peor presidente y el más corrupto de la historia de  La diferencia: Hay pruebas,hoy petrogustavo señalado peor presidente corrupto historia diferencia pruebas,False,False,False,False,False,False,False,False,False,False,False
Pues suicidese entonces,pues suicidese entonces,False,False,False,False,False,False,False,False,False,False,False
Trapearé el piso con esta desadaptada,trapearé piso desadaptada,False,False,False,False,False,False,False,False,False,False,False
"En lugar de ""dar la cara"", que mejor regrese los 5,000 Millones que se robó la RATA...",lugar dar cara mejor regrese millones robó rata,False,False,True,False,False,False,False,False,False,False,False
Si a uno lo representa esa negra resentida y tan pobre intelectualmente es porque uno de verdad vale 3000 hectáreas de verga y es igual de inútil y lleno de carencias,si representa negra resentida tan pobre intelectualmente verdad vale hectáreas verga igual inútil lleno carencias,True,False,False,False,False,False,False,False,False,False,False
Por mi muerase sapa hijueputa.,muerase sapa hijueputa,False,False,False,False,True,False,False,True,False,False,False
Habla el aparecido hijo BASTARDO de la familia santos. El estúpido menos importante por su limitación cerebral.,habla aparecido hijo bastardo familia santos estúpido menos importante limitación cerebral,True,False,False,False,False,False,False,False,False,False,False
Va a hacer falta mi gimnasio que me asesina en cada rutina,va hacer falta gimnasio asesina cada rutina,False,False,False,False,False,False,False,False,False,False,False
Sos asqueroso miserable desadaptado,sos asqueroso miserable desadaptado,False,False,False,True,False,False,False,False,False,False,False
Tu comentario es lo más inutil que he leído en tantos años aquí … y eso ya es mucho decir ,comentario inutil leído tantos años aquí decir,False,False,False,False,False,False,False,False,False,False,False
De 1 a 10 cuanta cara de cacorro tiene este ?,cuanta cara cacorro,False,False,False,False,False,False,False,False,False,False,False
yo para que no se me dañara la comida con las sandeces de este hijueputa me tocó sentarme a la mesa con mis audífonos inalámbricos y abrir la carpeta de música de mi teléfono y subirle para que no se filtrara esa basura,dañara comida sandeces hijueputa tocó sentarme mesa audífonos inalámbricos abrir carpeta música teléfono subirle filtrara basura,False,False,False,False,True,False,False,False,False,False,False
"Al perro animal, el otro es simplemente una rata asesina",perro animal simplemente rata asesina,False,False,True,False,False,False,False,False,False,False,False
suicidate y grábalo porfis,suicidate grábalo porfis,False,False,False,False,False,False,False,False,False,False,False
Que gonorrea de obeso mantenido sin pelo y huele a mierda seca,gonorrea obeso mantenido pelo huele mierda seca,False,False,False,False,False,False,False,True,False,False,False
Cómo putas este tierno abuelito puede ser TREMENDA GONORREA,cómo putas tierno abuelito puede ser tremenda gonorrea,False,False,False,False,True,False,False,False,False,False,False
"Como te dijeron por ahí, mamon fracasado. Jajaja",dijeron ahí mamon fracasado jajaja,True,False,False,False,False,False,False,False,False,False,False
Ándate a ver beisbol mejor hijueputa me Tenes mamao,ándate ver beisbol mejor hijueputa tenes mamao,False,False,False,False,True,False,False,False,False,False,False
suicidate perro hijo de puta!!!!  Igual nada se pierde.,suicidate perro hijo puta igual pierde,False,False,False,False,True,False,False,False,False,False,False
"POR QUÉ MALTRATAN LOS ANIMALES? SI TIENE TANTA IRA ARRANQUESE LOS OJOS O VAYA TIRESE DE UN PUENTE, PERO NO SE META CON LOS ANIMALES, GRAN HIJUEPUTA MISERABLE",maltratan animales si tanta ira arranquese ojos vaya tirese puente meta animales gran hijueputa miserable,False,False,True,False,True,False,False,False,False,False,False
"Cállese viejo marica, usted es un bobo triple hijueputa",cállese viejo marica usted bobo triple hijueputa,False,False,False,False,True,False,False,False,False,False,False
Que su madre haya parido una gonorrea como usted ¿otra respuesta?,madre parido gonorrea usted respuesta,False,False,False,False,False,False,False,False,False,False,False
Este chirrete no tiene arreglo,chirrete arreglo,False,False,False,False,False,False,False,False,False,False,False
Mucho malparido,malparido,False,False,False,False,False,False,False,False,False,False,False
Esa perra fea,perra fea,True,False,False,False,False,True,False,False,False,False,False
"Hay si se multiplican las venereas como la Bruta de la Cabal, la Loca Valencia, la sin sentimientos Holguín y el analfabeta de Macias",si multiplican venereas bruta cabal loca valencia sentimientos holguín analfabeta macias,False,False,False,False,False,False,False,False,False,False,False
Sapa perra esa,sapa perra,False,False,False,False,False,True,False,True,False,False,False
"Hipócrita, falso , traidor, inepto ⁦
@horaciorlarreta
⁩ rata inmunda. Anda con los KK mentiroso .",hipócrita falso traidor inepto horaciorlarreta rata inmunda anda kk mentiroso,False,False,True,False,False,False,False,False,False,False,False
Y este Idiota... No es el que se la pasa Hablando de Entrampamiento... Que baboso.,idiota pasa hablando entrampamiento baboso,True,False,False,False,False,False,False,False,False,False,False
"Me hace un favor?
-Suicidese",hace favor suicidese,False,False,False,False,False,False,False,False,False,False,False
Péguese un tiro tome veneno córtese las venas tirese de un peñasco ahorquese puyese con una daga córtese el cuello en dos agarre un vehículo y embarranquese estréllese en moto contra un trailer en movimiento bueno hay ta un par de ideas ok,péguese tiro tome veneno córtese venas tirese peñasco ahorquese puyese daga córtese cuello dos agarre vehículo embarranquese estréllese moto trailer movimiento bueno ta par ideas ok,False,False,False,False,False,False,False,True,False,False,False
"Venga idiota sin remedio y me ayuda a limpiarla porque  es lo único que le sale del cerebro, mierda mal oliente y fétida. Ya lavo los platos?",venga idiota remedio ayuda limpiarla único sale cerebro mierda mal oliente fétida lavo platos,True,False,False,False,False,False,False,True,False,False,False
POR QUÉ NO TE CALLAS MAMAHUEVO!,callas mamahuevo,False,False,False,False,False,False,False,False,False,False,False
"Daniela Franco fue la encargada de darle mala imagen a todas las danielas, perra loca no perdonaba ni los desahuciados.",daniela franco encargada darle mala imagen todas danielas perra loca perdonaba desahuciados,False,False,False,False,False,True,False,False,False,False,False
EX GUERRILLERO REVELA SUPUESTO VINCULO DE MAMELUK0 CON LAS FARC EP 1ERA PARTE,ex guerrillero revela supuesto vinculo mameluk farc ep parte,False,False,False,False,False,False,False,True,False,False,False
"Lo que está clarísimo es que eres un subnormal analfabeta que no sabe diferencias el español en tre “tonto” y “mono” 😂😂😂, que pena ajena que das ",clarísimo subnormal analfabeta sabe diferencias español tre tonto mono pena ajena das,True,False,False,False,False,False,False,False,False,False,False
En cualquier momento te voy a matar guerrillera hpta,cualquier momento voy matar guerrillera hpta,False,True,False,False,False,False,False,False,False,False,False
Usted no es más down porque la cara no es más deforme.,usted down cara deforme,False,False,False,False,False,False,False,False,False,False,False
Eso te calienta verdad que te traten como una puta pero antes de que me saques mi leche te voy a violar hasta qué e me canse y pidas a gritos mi leche,calienta verdad traten puta saques leche voy violar canse pidas gritos leche,False,False,False,False,True,False,False,False,False,False,False
Pobre tonto!!! Atolondrado!!!,pobre tonto atolondrado,True,False,False,False,False,False,False,False,False,False,False
Aparte de racista eres muy tonto!,aparte racista tonto,True,False,False,False,False,False,False,False,False,False,False
niño rata gorda con problemas de vista el chiste se cuenta sólo y le va al rayados y se rie en twitter como mongólico,niño rata gorda problemas vista chiste cuenta sólo va rayados rie twitter mongólico,True,False,True,False,False,False,False,False,False,False,False
Siete mil quinientos millones de veces hijueputa,siete mil quinientos millones veces hijueputa,False,False,False,False,True,False,False,False,False,False,False
el pedofilo Biden permite la aberración de los pervertidos maricones,pedofilo biden permite aberración pervertidos maricones,False,False,False,False,False,True,False,False,False,False,False
"Este sí es mucho analfabeta! Tome haloperidol y si no tiene plata y quien se lo formule ,acuda al pegante.! Idiota!",analfabeta tome haloperidol si plata formule acuda pegante idiota,True,False,False,False,False,False,False,False,False,False,False
No falta la o el imbécil que sale con comentarios nada que ver... Vaya a qué le den !,falta imbécil sale comentarios ver vaya den,True,False,False,False,False,False,False,False,False,False,False
MUCHA GONORREA ESTA SAPA ,mucha gonorrea sapa,False,False,False,False,False,False,False,True,False,False,False
tu mamá es una bochinchera,mamá bochinchera,False,False,False,False,False,False,False,False,False,False,False
Ya le pagaste a Bruno Díaz? Asesino,pagaste bruno díaz asesino,False,False,False,False,False,False,False,False,False,False,False
Prostituta barata tírate de un balcón,prostituta barata tírate balcón,False,False,True,False,False,False,False,False,False,False,False
" yo estoy re loca, ya tengo pensado el daño que te voy a hacer jaja",re loca pensado daño voy hacer jaja,False,False,False,False,False,False,False,False,False,False,False
Q vas a hablar analfabeta,q vas hablar analfabeta,False,False,False,False,False,False,False,False,False,False,False
Ella fue llevo a ellos una reclamante de tierras Caucasia. Cayó jeque Paraco.,llevo reclamante tierras caucasia cayó jeque paraco,False,False,False,False,False,False,False,False,False,False,False
a pero esta no te la perdono hija de tu madreee ! ESOOOO NO SE HACE ojala te violen,perdono hija madreee esoooo hace ojala violen,False,False,False,False,False,False,False,False,False,False,False
A usted no la quiere ni su madre guaricha,usted quiere madre guaricha,False,False,False,False,False,False,False,False,False,False,False
"No mk, esa vaina me da es miedo, cule potencial asesina en serie",mk vaina da miedo cule potencial asesina serie,False,False,False,False,False,False,False,False,False,False,False
"El 14 de Junio nos hace recordar la valentía de esos héroes que fueron abusados, torturados y asesinados por el dictador Trujillo, el tirano, abusador y criminal.  ",junio hace recordar valentía héroes abusados torturados asesinados dictador trujillo tirano abusador criminal,False,False,False,False,False,False,False,False,False,False,False
EN ESTE VIDEO HABLA UN PEDOFILO ,video habla pedofilo,False,False,False,False,False,False,False,False,False,False,False
"No entiendo porque le dan importancia a una tonta de éstas, con estás publicaciones se le está dando alas.. 3s una estúpida que no sabe nada…",entiendo dan importancia tonta éstas publicaciones dando alas s estúpida sabe,True,False,False,False,False,False,False,False,False,False,False
"Oiga atorrante adolescente de 70 años, las cifras dejan su Twitt muy mal parado, cuado será que va dejar de ser un imbécil?",oiga atorrante adolescente años cifras dejan twitt mal parado cuado va dejar ser imbécil,True,False,False,False,False,False,False,False,False,False,False
"Ese triple hp guerrillero ojibrotado malnacido, es la peor rata que tiene este mundo y sus alrededores.",triple hp guerrillero ojibrotado malnacido peor rata mundo alrededores,False,False,True,False,False,False,False,False,False,False,False
"amiga usted no está gorda, está llena de mierda",amiga usted gorda llena mierda,True,False,False,False,False,False,False,True,False,False,False
"Siglos después, en un giro digno de comedia, el guerrillero desquiciado Gustavo Petro sigue los pasos del demente emperador al nombrar a su amada mula, ""Imeme"", como Ministra de Minas en Colombia.",siglos después giro digno comedia guerrillero desquiciado gustavo petro sigue pasos demente emperador nombrar amada mula imeme ministra minas colombia,False,False,False,False,False,False,False,False,False,False,False
Siempre tienes hambre gorda sapa hijueputa,siempre hambre gorda sapa hijueputa,True,False,False,False,True,False,False,True,False,False,False
Basura le queda poco inservible ya te va a llegar tu hora ,basura queda inservible va llegar hora,False,False,False,False,False,False,False,False,False,False,False
Bandida como el papá.,bandida papá,False,False,False,False,False,False,False,False,False,False,False
"Un claro ejemplo de lo que es ser caquista una completa bestia asno, burro, atronado, ahuevado, enchimbao idiota útil,  vividor, mantenido, poseído, adoctrinado atolondrado",claro ejemplo ser caquista completa bestia asno burro atronado ahuevado enchimbao idiota útil vividor mantenido poseído adoctrinado atolondrado,True,False,False,False,False,False,False,False,False,False,False
Mucho imbecil,imbecil,False,False,False,False,False,False,False,False,False,False,False
ajajja fueron a apoyarlo con la plata que le pago el coronel rata,ajajja apoyarlo plata pago coronel rata,False,False,True,False,False,False,False,False,False,False,False
Arrodillado hijo de puta,arrodillado hijo puta,False,False,False,False,True,False,False,False,False,False,False
Analfabeta los hijos de su madre.,analfabeta hijos madre,False,False,False,False,False,False,False,False,False,False,False
"Usted vaya y se toma sus pastillas para la estupidez, viejo malparido…",usted vaya toma pastillas estupidez viejo malparido,False,False,False,False,False,False,False,False,False,False,False
"Eso por mi lado no sucederá jamás. Para mí, es un impostor y hampón de siete suelas. Se quiere robar todo",lado sucederá jamás impostor hampón siete suelas quiere robar,False,False,False,False,False,False,False,False,False,False,False
"Yo no veo amenazas, solo le dicen una verdad: y lo consideran asesino!! Ahora si le molesta al sicario de esas redes para quien todos  son ladrones, narcos y corruptos!!! Disfruto jajaja",veo amenazas solo dicen verdad consideran asesino ahora si molesta sicario redes ladrones narcos corruptos disfruto jajaja,False,False,False,False,False,False,False,False,False,False,False
Tonta como siempre.  Parásito.,tonta siempre parásito,True,False,False,False,False,False,False,False,False,False,False
Está inadaptada divinamente representa a una asesina en potencia,inadaptada divinamente representa asesina potencia,False,False,False,False,False,False,False,False,False,False,False
"Gordo Marik,usted no tiene derecho a opinar,nadie te quiere",gordo marikusted derecho opinarnadie quiere,True,False,False,False,False,False,False,False,False,False,False
Nace el paramilitarismo Petrista?,nace paramilitarismo petrista,False,False,False,False,False,False,False,False,False,False,False
"Señora Lucía no se tire un tarro con agua y hielo, arrójese a un volcán. ",señora lucía tire tarro agua hielo arrójese volcán,False,False,False,False,False,False,False,False,False,False,False
"A la marcha de paramilitar con MariaFdaCabal  y jflafaurie
 con encubrimiento de Fedegan  que desplazo y desapareció a muchos campesinos en Colombia ",marcha paramilitar mariafdacabal jflafaurie encubrimiento fedegan desplazo desapareció campesinos colombia,False,False,False,False,False,False,False,True,False,False,False
"¿Por qué eliminó el trino anterior? Desinformar es lo tuyo, aborto de chucha.",eliminó trino anterior desinformar aborto chucha,False,False,False,False,False,False,False,False,False,False,False
"Bobo setenta hijueputa come mierda, arrodillado, pusilánime y faltó de huevos, me cago en vos malparido tonto.",bobo setenta hijueputa come mierda arrodillado pusilánime faltó huevos cago vos malparido tonto,True,False,False,False,True,False,False,True,False,False,False
Esta perra no quiere pagar ni con la cuca,perra quiere pagar cuca,False,False,False,False,False,True,False,False,False,False,False
Jajajajajakakak por aletoso gonorrea paraco hijueputa.,jajajajajakakak aletoso gonorrea paraco hijueputa,False,False,False,False,True,False,False,False,False,False,False
"Siempre maltratando a su pobre madre por ponerle la cara a las mujeres que usted robo en Ibague y despues huyo como rata a esconderse, eso si es ser muy malparido",siempre maltratando pobre madre ponerle cara mujeres usted robo ibague despues huyo rata esconderse si ser malparido,False,False,True,False,False,False,False,False,False,False,False
"Jajaja pobre imbecil, déjame adivinar, te caíste de la cuna cuando eras bebe y quedaste estupido de por vida?",jajaja pobre imbecil déjame adivinar caíste cuna bebe quedaste estupido vida,False,False,False,False,False,False,False,False,False,False,False
Debe estar triste la comunista María José Pizarro. Háganle llegar esto que me tiene bloqueado ! Ahí están con Monedero y el Guerrillero de Petro,debe triste comunista maría josé pizarro háganle llegar bloqueado ahí monedero guerrillero petro,False,False,False,False,False,False,False,False,False,False,False
Como que no hijueputa? Hay que dar de baja a esos delincuentes que vos escondes.,hijueputa dar baja delincuentes vos escondes,False,False,False,False,True,False,False,False,False,False,False
"Ve gonorrea, eso lo dejo tu puyón",ve gonorrea dejo puyón,False,False,False,False,False,False,False,False,False,False,False
Porque usted es un lameculos oportunista,usted lameculos oportunista,False,False,False,False,False,False,False,True,False,False,False
Deje su trauma imbécil,deje trauma imbécil,True,False,False,False,False,False,False,False,False,False,False
SETENTA TRIPLE CUATRUPLE GONORREA,setenta triple cuatruple gonorrea,False,False,False,False,False,False,False,False,False,False,False
En 15 días pongo en cuatro a tu madre,días pongo cuatro madre,False,False,False,False,False,False,False,False,False,False,False
"Travestí sumerce, que pretende ser machito, pero se hace llamar aleja. Fresca aleja, salga de ese closet donde aparenta tanto uribismo.",travestí sumerce pretende ser machito hace llamar aleja fresca aleja salga closet aparenta uribismo,False,False,False,False,False,False,False,False,False,False,False
"Tranquilo pedófilo desadaptado, usted solo compite con Andrés Patraña en pedofilia",tranquilo pedófilo desadaptado usted solo compite andrés patraña pedofilia,False,False,False,False,False,False,False,False,False,False,False
Porqué será que petro no se ha dado cuenta que es un pobre imbécil analfabeta?,porqué petro dado cuenta pobre imbécil analfabeta,True,False,False,False,False,False,False,False,False,False,False
Algún día te voy a hacer tan mierda q lo mejor q podés hacer es dejar de respirar,algún día voy hacer tan mierda q mejor q podés hacer dejar respirar,False,False,False,False,False,False,False,True,False,False,False
Como todo payaso 🤡 🤡 seguidor del hipnotizador de idiotas.,payaso seguidor hipnotizador idiotas,True,False,False,False,False,False,False,False,False,False,False
"Replying to 
padresalvajee
Ñero mejor tirese de un puente",replying to padresalvajee ñero mejor tirese puente,False,False,False,False,False,False,False,False,False,False,False
"Vive en una mansión, con piscina y cancha de tenis,  no tiene carro pero si helicóptero , se gasta 60 millones semanales en gasolina, y se queja de la oligarquía, pero ella es oligarca. La hipocresía al fin.",vive mansión piscina cancha tenis carro si helicóptero gasta millones semanales gasolina queja oligarquía oligarca hipocresía fin,False,False,False,False,False,False,False,False,False,False,False
Lo único que se le da a un bandido…es plomo.,único da bandidoes plomo,False,False,False,False,False,False,False,False,False,False,False
"Pa"" fuera pa"" la calle, este es el matarife, paraco y genocida que puede hacer lo que quiera",pa pa calle matarife paraco genocida puede hacer quiera,False,True,False,False,False,False,False,False,False,False,False
burra la gran puta de tu madre,burra gran puta madre,False,False,False,False,True,False,False,False,False,False,False
"Ya te mostré mi lado lindo, ahora ve preparando un psicólogo por que te voy a hacer daño",mostré lado lindo ahora ve preparando psicólogo voy hacer daño,False,False,False,False,False,False,False,False,False,False,False
"Yo con la foto de perfil al lado de un cacorro lame culos como ese hpta del Bolivar, mejor me quedo quieto y no me pongo a tratar de ridiculizar a los demás. O es que se siente muy orgullosa al lado de esa gonorrea.",foto perfil lado cacorro lame culos hpta bolivar mejor quedo quieto pongo tratar ridiculizar demás orgullosa lado gonorrea,False,False,True,False,False,False,False,True,False,False,False
"Se busca a éste Ladrón y a estas asesinas.
Que pertenecen a la organización CRIMINAL afines a la Gobernación",busca éste ladrón asesinas pertenecen organización criminal afines gobernación,False,False,True,False,False,False,False,False,False,False,False
Debe producirle una inmensa felicidad ENTREGARLE el país a éstos MISERABLES HP !! HISTÓRICO!! Usted es TONTA...o se hace ??,debe producirle inmensa felicidad entregarle país éstos miserables hp histórico usted tontao hace,True,False,False,False,False,False,False,False,False,False,False
Morite gonorrea malparido cagón hijo de puta.,morite gonorrea malparido cagón hijo puta,False,False,False,False,True,False,False,False,False,False,False
Es una analfabeta funcional con ínfulas de gran estrella de la comunicación. No tiene decencia ninguna ni moralidad,analfabeta funcional ínfulas gran estrella comunicación decencia ninguna moralidad,False,False,False,False,False,False,False,False,False,False,False
Váyase a la gran puta mierda bobo hp,váyase gran puta mierda bobo hp,False,False,False,False,True,False,False,True,False,False,False
