texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
fanáticos red sox quejan jardín derecho bateadores exentos batearlos yankees yankeestadium,False,False,False,False,False,False,False,False,False,False,False
perra roja conmigo amiga piel oscura llamando hablando venir buscarme,False,False,False,False,False,True,False,False,False,False,False
árbitro finalmente marca jugada mano zorras contaron mano juego méxico k yesiamstillsalty,False,False,True,False,False,True,False,False,False,False,False
tipos normales balanceando barco club náutico redneck,False,False,False,False,False,False,False,False,False,False,False
reina yoshii trío mamadas coño peludo provocando polla httptcodtvmeptv,False,False,False,False,False,False,False,False,False,False,False
recuerda miedo ahí guiarte paralizarte,False,False,False,False,False,False,False,False,False,False,False
recuerdas dije uchiha maricones semana sasuke reafirma gran éxito,False,False,False,False,False,False,False,False,False,False,False
recuerdan conté hace par semanas compañero trabajo atento karma puta trasero,False,False,False,False,True,False,False,False,False,False,False
recuerdas pegaba guerras memes hago maricones,False,False,False,False,False,False,False,False,False,False,False
recuerdas chicas negras ponían hacer números delante mierda años hambre zorra estúpida,True,False,True,False,False,True,False,True,False,False,False
recordando días swinger conducía cadillac perra lucía gesto dedo,False,False,False,False,False,True,False,False,False,False,False
repite después dónde perras,False,False,False,False,False,True,False,False,False,False,False
republicanos únicos racistas unidos demócratas racistas jueguen carta negro simbólico httptcoftcyhrag,False,False,True,False,True,False,False,False,False,False,False
cría elefante rescatada nunai luce borrosa fondo internacional rehabilitación bienestar animal httptcopaetlxguoa,False,False,False,False,False,False,False,False,False,False,False
retweet spamear maricón rt chickencoleman dick va,False,False,False,False,True,False,False,False,False,False,False
reverendo charlie rangel defienden sindicatos cosas espirituales malditas ratas inflables httptconmrldvigb,False,False,True,False,False,False,False,True,False,False,False
reseña vienen yanquis historia militar unidos primera guerra mundial httptcohvkyzach vía breitbartnews,False,False,False,False,False,False,False,False,False,False,False
reescribir modificar lenguaje oficial respecto relaciones personas mismo sexo divorcio nuevo matrimonio etc escrito piedra absoluto,False,False,False,False,False,False,False,False,False,False,False
rick perra thewalkingdead,False,False,False,False,False,True,False,False,False,False,False
ricky completo perra trata chicas,False,False,True,False,False,True,False,False,False,False,False
montar ooo perra asqueroso,False,False,False,True,False,True,False,False,False,False,False
conduciendo quad perra httptcoeppemqfxxo,False,False,False,False,False,True,False,False,False,False,False
cabalgando viejo amigo mundo freshprince summertime,False,False,False,False,False,False,False,False,False,False,False
rihanna simplemente mata cualquier perra,False,False,False,False,False,True,False,False,False,False,False
rihanna debe tener santo grial coño,False,False,False,False,False,False,False,False,False,False,False
gusta rihanna visitas casa blanca presidente negro httptcozvjuzjlr solidaridad pinchar blancos buena idea,False,False,False,False,True,False,False,False,False,False,False
rikanya ltltlt saca perra dm,False,False,False,False,False,True,False,False,False,False,False
levántate voy llegar alto alto caderas pezones contrario comería,False,False,False,False,False,False,False,False,False,False,False
mueve hierba perra mueve culo zorra,False,False,True,False,False,True,False,True,False,False,False
marea perras,False,False,False,False,False,True,False,False,False,False,False
católicos romanos unidos basura dan mala fama católicos europa,False,False,False,False,False,False,False,False,False,False,False
roman gta iv cobarde,False,False,False,False,False,False,False,False,False,False,False
ronnie radke puto maricón fronz dueño trasero,False,False,False,False,True,False,False,True,False,False,False
ronny kamm cobarde,False,False,False,False,False,False,False,False,False,False,False
rosco pondría celoso cabrón,False,False,False,False,False,False,False,True,False,False,False
solo gafas color rosa chicos wvnextin,False,False,False,False,False,False,False,False,False,False,False
roseanne realmente desanima programa mujer dicho hora tomarme zzzquil,False,False,False,False,False,False,False,False,False,False,False
rosas rojas orquídeas grandes digas papi follando negro vddie,False,False,False,False,True,False,False,False,False,False,False
ross perra responder,False,False,False,False,False,True,False,False,False,False,False
ross desnudó amber rose zorras leales mago,False,False,True,False,False,True,False,False,False,False,False
ross respóndeme mensaje idiota,True,False,False,False,False,False,False,False,False,False,False
encubrimiento violación jihad rotherdam niñas sacrificadas altar corrección política favor bandas pedófilos paquistaníes httptcordgyggurv,False,False,False,False,False,False,False,False,False,False,False
tercera ronda cargo ustedes putas chitown sb httptcogdyarl,False,False,False,False,True,False,False,False,False,False,False
remos putas rizos chicas planchas guarras cortes profundos guarras cuádriceps tías pectorales sexo,False,False,False,False,True,False,False,False,False,False,False
roy hibbert basura increíble,False,False,False,False,False,False,False,False,False,False,False
rt oldirtyjesus deja ser puta carajo queenoni quiero niños,False,False,False,False,True,False,False,True,False,False,False
rt princessalyssxo veo caminar pienso hoodie,False,False,False,False,False,False,False,False,False,False,False
rt hdm bloquea perras,False,False,False,False,False,True,False,False,False,False,False
ruby fea bunga bunga,True,False,False,False,False,False,False,False,False,False,False
rudy lanza bolas rápidas cerca mentón charlie sudar crist esquiva campaña política giuliani florida dog httptcoejpdwlsqjschin,False,False,False,False,False,False,False,False,False,False,False
regla número nunca persigas perra lado ová,False,False,False,False,False,True,False,False,False,False,False
regla número dos confíes nadie especialmente perra cuerpo prostituta,False,False,False,False,True,True,False,False,False,False,False
ruley perra ry,False,False,False,False,False,True,False,False,False,False,False
corre lugar aplasta puta sofá,False,False,False,False,True,False,False,False,False,False,False
mételo coño si muñeco choque,False,False,False,False,False,False,False,False,False,False,False
ejecútalo primero azadas vendrán después,False,False,False,False,False,False,False,False,False,False,False
sal corriendo perra calva,False,False,False,False,False,True,False,False,False,False,False
corre negro quieres negro necesito perra mala sexy,False,False,False,False,True,True,False,False,False,False,False
corriendo juego jodo doy vueltas perra,False,False,False,False,False,True,False,False,False,False,False
quedando peligrosamente cigarrillos perras deberían aguantar lunes martes,False,False,False,False,False,True,False,False,False,False,False
russel martin temporada miserable silenciosamente buen septiembre yankees bluejays mlb,False,False,False,False,False,False,False,False,False,False,False
ruleta rusa puta,False,False,False,False,True,False,False,False,False,False,False
puta oxidada chocando conmigo needdaname httptcodwaejyubqr,False,False,False,False,True,False,False,False,False,False,False
gracias horsenutsclark mantenerme cuerdo idiota,True,False,False,False,False,False,False,False,False,False,False
so todas zorras esperan mensaje buenas noches perra favor negro ama,False,False,True,False,True,True,False,False,False,False,False
so perras hembras jóvenes,False,False,False,False,False,True,False,False,False,False,False
so equipo fútbol universitario flowing wells mañana jugarán ironwood pásenles trasero bastante seguro maricón jugará samjalexander,False,False,False,False,True,False,False,False,False,False,False
saludo luu unas perras desanimadas metas,False,False,False,False,False,True,False,False,False,False,False
saludos negrata favorita trabajar plantación prettywarzone solo recuerda próxima vez debes pedir sandía robes,False,False,True,False,False,False,False,False,False,False,False
saludos bella perra walmart hace momento derritió tobillos,False,False,False,False,False,True,False,False,False,False,False
saludos puta noche vieja odiosa httptcohittyz,False,False,False,False,True,False,False,False,False,False,False
así verdadera perra,False,False,False,False,False,True,False,False,False,False,False
bueno negro perra alabama quiere matarme goodlucc,False,True,False,False,True,True,False,False,False,False,True
saludo amiga yeahhdoe pocas chicas reales campus youmynigga,False,False,False,False,False,False,False,False,False,False,False
así mamá llegó casa comer tacos brownies,False,False,False,False,False,False,False,False,False,False,False
saludo viejas putasun saludo nuevas putas,False,False,False,False,True,False,False,False,False,False,False
saludo colega blakkhoodie negro sigue haciendo comida increíble drogados,False,False,False,False,True,False,False,False,False,False,False
miren dije nikko perra agarrando culito perra fuerza parte superior cuerpo,False,False,False,False,False,True,False,False,False,False,False
envíen idiotas pescar rt ikesizzle ganado san antonio toda temporada quiero jugar negros straightup,True,False,False,False,True,False,False,False,False,False,False
mierda rt kinghov quiero perra comería delante hijos,False,False,False,False,False,True,False,True,False,False,False
señor favor vaya enviarle mensaje texto perra mexicana voy tratar idiota infantil,True,False,True,False,False,True,False,False,False,False,False
smh tal vez quieran ser putas verdad rt lalageminiland si coño mojado deberías tener bolso seco,False,False,False,False,True,False,False,False,False,False,False
snl burla mandato obama sketch ébola hot air httptcomijdgxuc,False,False,False,False,False,False,False,False,True,False,False
favor alguien saque habitación hotel contráte real trabajo duro alguien tire basura quierosalir,False,False,False,False,False,False,False,False,False,False,False
así chicos tweets mierda sed si perra demasiado estúpida hacer quiere entonces estúpida quiere,True,False,False,False,False,True,False,True,False,False,False
cállate boris maricón rt maxinbetha maricón ahora rt channymaraj bran probablemente verdadero cariñoso jajaja,False,False,False,False,True,False,False,False,False,False,False
deja mandarles mensajes buenos días zorras,False,False,True,False,False,True,False,False,False,False,False
swagmystikalgod perra hablo serio httptcoufqhqscxv,False,False,False,False,False,True,False,False,False,False,False
triste chicas admiren kim maldita hizo famosa ser puta hacer videos sexuales necesitamos encontrar mejores modelos seguir,False,False,False,False,True,False,False,True,False,False,False
perra triste mundo,False,False,False,False,False,True,False,False,False,False,False
dijo perra mala,False,False,False,False,False,True,False,False,False,False,False
sakurako abre bien piernas mientras recibe gran polla profundo coño httptcocvhpc,False,False,False,False,False,False,False,False,False,False,False
galletas saladas cenar jajaja vida triste,False,False,False,False,False,False,False,False,False,False,False
saludo rt shitneywrd rt shvkxir escupe pecho perra desagradable,False,False,False,True,False,True,False,False,False,False,False
saludo verdadera nicca httptcofoyaywlws,False,False,False,False,False,False,False,False,False,False,False
sam lugar dudas personaje menos favorito millón años pequeña perra freaksandgeeks,False,False,False,False,False,True,False,False,False,False,False
sam perra ronnie peleó culpa,False,False,False,False,False,True,False,False,False,False,False
mismas perras todas cara diciéndome pudieron hacerlo mismas perras todas polla,False,False,False,False,False,True,False,False,False,False,False
misma azada dijo podía conseguirlo intentando patearlo,False,False,False,False,False,False,False,False,False,False,False
mismas zorras culo aire noche cantarán jesús ama mañana,False,False,True,False,False,True,False,True,False,False,False
mismos niccas intentando cerca mismos niccas solían derribarme,False,False,False,False,False,False,False,False,False,False,False
mismas personas quejan jetpacks cosas aw contando días salga montón maricones,False,False,False,False,False,False,False,False,False,False,False
misma razón pareces anthony davis cejasryanhslick carajo negros actúan tan diferente chicas cercas,False,False,False,False,True,False,False,True,False,False,False
misma mierda rt chetheyello mierda vianawf si ex quiere irse follar enemiga dios puta,False,False,False,False,True,False,False,True,False,False,False
mismo rt tyleriam encontré escuchando hip hop real loco ninguna perra vista,False,False,False,False,False,True,False,False,False,False,False
sapete che vi odioho finito,False,False,False,False,False,False,False,False,False,False,False
savage puede irse mierda cabrón,False,False,False,False,False,False,False,True,False,False,False
vi recoger moneda diez centavos suelo dedos pies aparentemente gen dedos mono fuerte caso,False,False,False,False,False,False,False,False,False,False,False
vi video kobe llamando dwight howard negro cabrón,False,False,False,False,True,False,False,True,False,False,False
vi brownies encimera cocina mordí inmediato sentí oleada dolor picante lengua hojuelas chile jodan brian,False,False,False,False,False,False,False,False,False,False,False
día vi perro follando perra ahora perra esperando afuera puerta tener encuentro rápido perro perras,False,False,False,False,False,True,False,False,False,False,False
vi mala perra hoy lilmarieeee httptcobufuaprv,False,False,False,False,False,True,False,False,False,False,False
vi pequeña novata parecía collar perro púas mayor estupidez mundo así cada vez veía decía tan sexy jajaja,False,False,False,False,False,False,False,False,False,False,False
vi tres hombres adultos motocicleta perra apenas movía jajaja diablos,False,False,False,False,False,True,False,False,False,False,False
di equivocado puedo tratar bien coño,False,False,True,False,False,False,False,False,False,False,False
dígalo vez rt marcussupreme ustedes perras estándares alcance,False,False,False,False,False,True,False,False,False,False,False
dimelo enfrente coño mierda,False,False,False,False,False,False,False,True,False,False,False
di trata putas trata incluso putas cuento,False,False,True,False,True,False,False,False,False,False,False
di maldito nombre puta,False,False,False,False,True,False,False,False,False,False,False
di maldito nombre puta,False,False,False,False,True,False,False,False,False,False,False
di quieras si soltero oportunidad tener polla culo coño mismo tiempo tomaré,False,False,False,False,False,False,False,True,False,False,False
di quieras mileycyrus perra voz,False,False,False,False,False,True,False,False,False,False,False
di amas perra mataré delante,False,True,False,False,False,True,False,False,False,False,False
di amas perra mataré frente,False,True,False,False,False,True,False,False,False,False,False
saya natsukawa deja follar lamer coño dos japoneses cachondos httptcoevaeiiz,False,False,False,False,False,False,False,False,False,False,False
escándalo cuento hadas propaganda prostituta negra httptcotpsauuo vía youtube película imprescindible hijas hebreas sión,False,False,False,False,False,False,False,False,False,False,False
perras aterradoras twitter nunca dicen negro enamorados siempre alguna mierda oomf,False,False,False,False,True,True,False,True,False,False,False
escuela escuela escuela esc,False,False,False,False,False,False,False,False,False,False,False
gueto escolar mierda httptcoqrhwqtueu,False,False,False,False,False,False,False,True,False,False,False
escuela mierda putas asisten,False,False,False,False,True,False,False,True,False,False,False
científicos descubierto recientemente perras hecho viajan,False,False,False,False,False,True,False,False,False,False,False
scott brooks encuentra nuevas formas hacerme ridículo cada partido sé decisión correcta nomeimporta kdstreak estoytriste,False,False,False,False,False,False,False,True,False,False,False
scott dijo hoy trabajo quiere venir emborracharme luego seducir novia mataré perra,False,True,False,False,False,True,False,False,False,False,False
scrappy putas escenario pregunto cuántas audiencia,False,False,False,False,True,False,False,False,False,False,False
madre luchadora ahuyenta todas perras,False,False,False,False,False,True,False,False,False,False,False
gritando pequeña perra,False,False,False,False,False,True,False,False,False,False,False
gritando dinero putas negro jodes,False,False,False,False,True,False,False,False,False,False,False
kingston parece lesbiana facebook httptcooxfbmrtocs,False,False,False,False,False,False,False,False,False,False,False
busque términos obama twinkie obtendrá montón personas repitiendo mismos chistes tener idea hostess fracasó,False,False,False,False,False,False,False,False,False,False,False
playa huele coño apestoso hermano,False,False,False,False,False,False,False,False,False,False,False
elecciones alcaldía seattle año elección grupo mujeres personas blancas maricones amantes maricones httptcorwhgmrlazx,False,False,False,False,False,False,False,False,False,False,False
sebastian drogado hierba gatera ahora mismo,False,False,False,False,False,False,False,False,False,False,False
segunda vez perras aburguesadas ponen nervios mañana,False,False,False,False,False,True,False,False,False,False,False
secundarios juegan zorras,False,False,True,False,False,True,False,False,False,False,False
segundos final aprieta gatillo perra,False,False,False,False,False,True,False,False,False,False,False
segundos final aprieta gatillo perra,False,False,False,False,False,True,False,False,False,False,False
mira voy dejar meterme twitter discutiendo putas estupidez rasgo meto,False,False,False,False,True,False,False,False,False,False,False
mira perras arruinan deportes kobe juega fútbol buscando mencionaran estupidez mamá zorra ambas cosas,False,False,True,False,False,True,False,False,False,False,False
mírame salir atardecer pantalla tv color tnt acdc,False,False,False,False,False,False,False,False,False,False,False
vean negro officialccane hoy alguien entiende música,False,False,False,False,True,False,False,False,False,False,False
mira negros enojados todas azadas dicen,False,False,False,False,True,False,False,False,False,False,False
ves pantalla gigante ahí truco,False,False,False,False,False,False,False,False,False,False,False
mira dos perras club tonyhilfiger dedica httptcocsdfglew,False,False,False,False,False,True,False,False,False,False,False
mira pagaste perras presta atención rompiste nunca mencionaste así jodan manténlo estrictamente proxeneta,False,False,False,False,False,True,False,False,False,False,False
vea cobardes necesitan armas httptcochtqnrmu,False,False,False,False,False,False,False,False,False,False,False
vemos horas maricones,False,False,False,False,False,False,False,False,False,False,False
vemos lado tron perras,False,False,False,False,False,True,False,False,False,False,False
mira línea fina matar maricones cambia origen creación estúpido sobrecría punto,True,True,False,False,False,False,False,False,False,False,False
mira sabe maricón jajaja,False,False,False,False,True,False,False,False,False,False,False
ver equipo béisbol hace querer reservar viaje yankees ahora mismo,False,False,False,False,False,False,False,False,False,False,False
ver parejas queer mayores casarse realmente emotivo pueden vivir últimos años igualdad dignidad,False,False,False,False,False,False,False,False,False,False,False
viendo tantas perras básicas ahora mismo,False,False,False,False,False,True,False,False,False,False,False
ver perras feas quedarse embarazadas hace saber negro folla cualquier cosa coño alcohol excusa presionaron,True,False,False,False,True,True,False,False,False,False,False
parece gente color interponiendo camino últimamente solo digo,False,False,False,False,False,False,False,False,False,False,False
vi glo comerse coño escenario mientras miraba mierda ser devorado medio vestíbulo lleno gente si equivoco,False,False,False,False,False,False,False,True,False,False,False
visto perra consiguió hombre planeando bajo precio,False,False,False,False,False,True,False,False,False,False,False
visto niccas subir visto niccas caer,False,False,False,False,False,False,False,False,False,False,False
vendiendo brownies ex laxos frente meijer mujeres embarazadas buenaacción,False,False,False,False,False,False,False,False,False,False,False
senador tedcruz ancla bebé vuelve viniste natural nacido canadiense,False,False,False,False,False,False,False,False,False,False,False
envíame emoji tuitearé cobarde httptcozizfhffrd,False,False,False,False,False,False,False,False,False,False,False
envíale carita feliz perra perras encantan caritas felices,False,False,False,False,False,True,False,False,False,False,False
enviándole enlace wishy washy viejas putas,False,False,False,False,True,False,False,False,False,False,False
privilegios tercera edad perra,False,False,False,False,False,True,False,False,False,False,False
envié ideas voem parece solo quieren realizar pruebassimulacros hace buen tiempo necesitamos realizar simulacros incidentes mal tiempo noche,False,False,False,False,False,False,False,False,False,False,False
pregunta seria aquí cuántas canciones country mencionan honkey tonks,False,False,False,False,False,False,False,False,False,False,False
pregunta seria hacen chicos blancos perras chocan,False,False,False,False,False,True,False,False,False,False,False
serio si vives casa alguien gratis mínimo puedes hacer ayudar mantenerla limpia ratchet lazy hoe,False,False,False,False,False,False,False,False,False,False,False
serio leer libros suspense asusta mayoría películas terror bookgeek,False,False,False,False,False,False,False,False,False,False,False
serio retrasado mental palabra divertida,False,False,False,False,False,False,False,False,False,False,False
sesh palabras ndilo niño blanco kush mejor puta así favor mátate idiota perra,True,False,False,False,True,True,False,False,False,False,False
sessy perra verdadera amiga diferencia gabby,False,False,False,False,False,True,False,False,False,False,False
siete dígitos negros dos comas puta,False,False,False,False,True,False,False,False,False,False,False
coser requisito ser chica yihadista isis mantén ropa hombres presentable isisfeminism httptcosnkuwmx,False,False,False,False,False,False,False,False,False,False,False
sexo debería ser recompensa relación negro nunca hecho aun así das coño smh,False,False,False,False,True,False,False,False,False,False,False
sexo quiera quiera chica da buen coño tiempo,False,False,False,False,False,False,False,False,False,False,False
zorra japonesa sexy toca coño dedos juega escaleras chorrea jugo todas partes httptcosvsidzjyp,False,False,True,False,False,True,False,False,False,False,False
hueso amarillo culo sexy,False,False,False,False,False,False,False,True,False,False,False
perra sexy negro cojo,False,False,False,False,True,True,False,False,False,False,False
sgp todavía mensajes directos perras,False,False,False,False,False,True,False,False,False,False,False
mierda rt diponline si k michelle parte twitter baltimore putas dicen célibe,False,False,False,False,True,False,False,True,False,False,False
recuerdos guante oro pasado eric chávez yankees oakland,False,False,False,False,False,False,False,False,False,False,False
shantrell intenta pelear perras clínica callarla quiere esperar perra enferme intentar golpearla,False,False,False,False,False,True,False,False,False,False,False
shara jódete coño sabes refiero mf,False,False,False,False,False,False,False,False,False,False,False
sharkeisha muerta ustedes retrasados mentales,False,False,False,False,False,False,False,False,False,False,False
zorra coño afeitado recibe sexo anal intenso aquí httptcoecvvmwfh,False,False,True,False,False,True,False,False,False,False,False
coño shawty mojado droga gotea mojada,False,False,False,False,False,False,False,False,False,False,False
puede tonta tronco sarah burla obama httptcoqwxbwbfzq,True,False,False,False,False,False,False,False,True,False,False
mala perra punto ponerse enormes implantes culo joder httptcoddiulpx,False,False,False,False,False,True,False,True,False,False,False
ave falta respeto luego salió corriendo dejó hombre mandara,False,False,False,False,False,False,False,False,False,False,False
perra sucia ninguna duda,False,False,False,False,False,True,False,False,False,False,False
lesbiana si lado cabeza descolorido,False,False,False,False,False,False,False,False,False,False,False
puta novio quiere da miedo habla tonterías ustedes fea gusta madura,True,False,False,False,True,False,False,False,False,False,False
verdadera jefa respeto,False,False,False,False,False,False,False,False,False,False,False
comporta tonta alrededor acostumbrada cosas puedes proporcionar jodiendo conmigo señor primero coger perra negra,True,False,False,False,False,True,False,False,False,False,False
actúa puta quiero prefiero fumar marihuana,False,False,False,False,True,False,False,False,False,False,False
verdadera mierda queda mierda tranquila además nicks única puedo relajarme,False,False,False,False,False,False,False,True,False,False,False
piensa devolviendo coño tan bien haciendo deshacerte proceso,False,False,False,False,False,False,False,False,False,False,False
sido puta verano cuanto llegue clima otoñal probablemente olvidará volverá ser buena chica ciclo,False,False,False,False,True,False,False,False,False,False,False
apuesta puso instagram perras instagram,False,False,False,False,False,True,False,False,False,False,False
diosa perra cree dueña nueva york espera midnight lameapocalypses,False,False,False,False,False,True,False,False,False,False,False
quemó perra,False,False,False,False,False,True,False,False,False,False,False
importa aprecio jajaja rt jollymann perra troll perra solitaria,False,False,False,False,False,True,False,False,False,True,False
viene visita coño demasiado bueno mudarse ciudad dentro meses posteriores primera cogida va funcionar,False,False,False,False,False,False,False,False,False,False,False
entiende emojis voy emojis mierda,False,False,False,False,False,False,False,True,False,False,False
quiere follarme quiere follarme muñeca dile jovencita joda,False,False,False,False,False,False,False,False,False,False,False
incluso nombre puta,False,False,False,False,True,False,False,False,False,False,False
joven negra,False,False,False,False,False,False,False,False,False,False,False
mete conmigo ninguna perra,False,False,False,False,False,True,False,False,False,False,False
follando joven negro,False,False,False,False,True,False,False,False,False,False,False
consigue montón dinero gasta drogas junta perras nunca enamora,False,False,False,False,False,True,False,False,False,False,False
regaló coño si monedas sueltas,False,False,False,False,False,False,False,False,False,False,False
va revisar perras términos condiciones,False,False,False,False,False,True,False,False,False,False,False
va reventarle coño negro verdad,False,False,False,False,True,False,False,False,False,False,False
arrestaron violencia doméstica perra,False,False,False,False,False,True,False,False,False,False,False
culo perra caderas perra muslos perra bien perra mal viva,False,False,False,False,False,True,False,True,False,False,False
negros luciendo si maldita persona,False,False,False,False,True,False,False,True,False,False,False
jodan perra,False,False,False,False,False,True,False,False,False,False,False
medias cebra bolso llevar casa mamá simplemente,False,False,False,False,False,False,False,False,False,False,False
centro comercial perra divierte cómprame,False,False,False,False,False,True,False,False,False,False,False
puta puta,False,False,False,False,True,False,False,False,False,False,False
solo quiere correr ciudad crear recuerdos apenas puede recordar permito hablar poder coño,False,False,False,False,False,False,False,False,False,False,False
solo quiere coman coño responderá después rt chaannyyyy quién quiere pasar rato,False,False,False,False,False,False,False,False,False,False,False
seguía susurrándome oído jasmin bien dije perra jasmin allí,False,False,False,False,False,True,False,False,False,False,False
conoce ex perra cree próxima cogió pandilla negros tiró coño diciembre,False,False,False,False,True,True,False,False,False,False,False
sabe negro,False,False,False,False,True,False,False,False,False,False,False
gusta perra sabes siguiente yasss httptcoxvpwwfrub,False,False,False,False,False,True,False,False,False,False,False
gusta discutir así envié perra facultad derecho,False,False,False,False,False,True,False,False,False,False,False
hace querer tomar cosas calma siquiera puedo confiar puta,False,False,False,False,True,False,False,False,False,False,False
debe saber seguidores hermano perra salir sección vip amigo disminuyendo valor,False,False,False,False,False,True,False,False,False,False,False
representa solo perras malas x,False,False,False,False,False,True,False,False,False,False,False
dijo pasa pequeña perra jajaja,False,False,False,False,False,True,False,False,False,False,False
dijo papá puedes hacer llueva dije perra portadora agua traigo inundación haré ahogues,False,False,False,False,False,True,False,False,False,False,False
dijo gusta hecho fume cigarrillos bueno siento señora perra gusta hecho zorra,False,False,True,False,False,True,False,False,False,False,False
dijo trajera perra listo,False,False,False,False,False,True,False,False,False,False,False
dice coño peludo quiero ver,False,False,False,False,False,False,False,False,False,False,False
dice puede hacer mismo perras,False,False,False,False,False,True,False,False,False,False,False
dice quiere negro perra enojada puede ser esposa,False,False,False,False,True,True,False,False,False,False,False
dice casó bien dice coño peludo quiero ver,False,False,False,False,False,False,False,False,False,False,False
dice actúo diferente piensa perras malas nena solo pensamiento señorita,False,False,False,False,False,True,False,False,False,False,False
envió vuelta siquiera leí coños solo coños consigo necesito,False,False,False,False,False,False,False,False,False,False,False
comparte puta sabe menos espero sepa jajaja,False,False,False,False,True,False,False,False,False,False,False
sonaba pájaro cantando,False,False,False,False,False,False,False,False,False,False,False
chupa polla perra bonita,False,False,False,False,False,True,False,True,False,False,False
hablando tonterías perra parece defensor messinwithsasquach,False,False,False,False,False,True,False,False,False,False,False
razón apresuro dejar lado perra,False,False,False,False,False,True,False,False,False,False,False
piensa mala perra mala,False,False,False,False,False,True,False,False,False,False,False
arrojó coño círculo aunque quería arrojara pentágono,False,False,False,False,False,False,False,True,False,False,False
dijo amaba miré dije perra,False,False,False,False,False,True,False,False,False,False,False
dijo confiara ninguna perra cuidara amigos,False,False,False,False,False,True,False,False,False,False,False
basura embargo,False,False,False,False,False,False,False,False,False,False,False
intentó robaras wop ahora perra crítico,False,False,False,False,False,True,False,False,False,False,False
dejó seguir después dije lloré viendo amanecer simios jajajaja,False,False,False,False,False,False,False,False,False,False,False
solía follar aap too short dijo conocía perra hacía tiempo,False,False,False,False,False,True,False,False,False,False,False
quiere hablar mierda luego tener amistad jodan perra espero ofendido,False,False,False,False,False,True,False,True,False,False,False
dijo necesitaba escribiera declaración perra escríbete dieta siempre personas mayores intentan delatar perra,False,False,False,False,False,True,False,False,False,False,False
pregunta interesado todas putas interesadas,False,False,False,False,True,False,False,False,False,False,False
clave paz mundial rt repmycityx hippo imán coños dios,False,False,False,False,False,False,False,False,False,False,False
perra tonta debería haber dicho hace falta mierda jazzybo jaja objetivos relación httptcozhqkqib,True,False,False,False,False,True,False,True,False,False,False
perra simplemente cansada tonterías actitud hacia basa cómo tratas,False,False,True,False,False,True,False,False,False,False,False
definitivamente kardashian rt basedchasen httptcoryocbwvtn,False,False,False,False,False,False,False,False,False,False,False
enojada dedo gordo pie parece pájaro enojado jaja,True,False,False,False,False,False,False,False,False,False,False
recortes puerta trasera siguen protección iu hoosierhoops hoosiers,False,False,False,False,False,False,False,False,False,False,False
borregos sweetpotatertotoh racistas sexistas teabaggers acaban elegir dos viejos blancos httptcoxbwnmjii,False,False,False,False,False,False,False,False,False,False,False
mierda pontiacholmes dejo par dólares extra zorra cómprale brasileña gastar dinero ganar dinero,False,False,True,False,False,True,False,True,False,False,False
brilla putas,False,False,False,False,True,False,False,False,False,False,False
brilla azadas hazles saber mandas,False,False,False,False,False,False,False,False,False,False,False
brilla azadas hazles saber manejas mierda,False,False,False,False,False,False,False,True,False,False,False
shirley temple mala perra edad,False,False,False,False,False,True,False,False,False,False,False
mierda acosadores perras obsesionadas ex perras locas detrás vida maravillosa,False,False,False,False,False,True,False,True,False,False,False
mierda jodidamente retrasada nadie quiere ver mierda,False,False,False,False,False,False,False,True,False,False,False
mierda basura,False,False,False,False,False,False,False,True,False,False,False
mierda dice seth gordo coño,True,False,False,False,False,False,False,True,False,False,False
mierda dónde perras gays ven ser bruja noche,False,False,False,False,False,True,False,True,False,False,False
cagando todas viejas putas,False,False,False,False,True,False,False,False,False,False,False
dispara negro perra mala muerte,False,False,False,False,True,True,False,False,False,False,False
dispara dados deja puta desvanezca,False,False,False,False,True,False,False,False,False,False,False
dispara niccas tipo lanza pistola,False,False,False,False,False,False,False,False,False,False,False
dispara negro pequeña perra,False,False,False,False,True,True,False,False,False,False,False
dispara negro pequeña perra,False,False,False,False,True,True,False,False,False,False,False
dispara pequeña perra,False,False,False,False,False,True,False,False,False,False,False
respuesta corta rebelión urogallo obama utilizará dos pájaros pequeños limitar extracción petróleo oeste httptcotknzbbtte,False,False,False,False,False,False,False,False,False,False,False
dije perras principales perras secundarias,False,False,False,False,False,True,False,False,False,False,False
debería oscar ser andyserkis computer convirtió simio httptcoowgocjxpxs película carrera ciencias computación,False,False,False,False,True,False,False,False,False,False,False
debería preocuparme señora detrás edificio hablando cuervo,False,False,False,False,False,False,False,False,False,False,False
debo esperar buen coño coño bueno bueno bebedor tampico,False,False,False,False,False,False,False,False,False,False,False
debería tomar siesta matar ruiseñor,False,True,False,False,False,False,False,False,False,False,False
debería decirle zorra quién parece cdfuuu,False,False,True,False,False,True,False,False,False,False,False
deberían haber puesto retrasado mental mikey espectáculo fenómenos ahs,False,False,False,False,False,False,False,True,False,False,False
debería viviendo rt youngtravo coño apestoso nunca debería comerse,False,False,False,False,False,False,False,False,False,False,False
saludo chicas anastaciacole encanta perra,False,False,False,False,False,True,False,False,False,False,False
saludo aguantan estúpido trasero aprecio,True,False,False,False,False,False,False,False,False,False,False
saludo todas ustedes perras desagradecidas desconsideradas tomando foto ustedes ustedes,False,False,False,False,False,True,False,False,False,False,False
